5.100000000000000089e-01,3.021682991025787857e+00
9.399999999999999467e-01,1.036743514873849570e+01
5.899999999999999689e-01,3.475210116694016360e+00
8.199999999999999512e-01,4.837954798324191508e+00
4.400000000000000022e-01,2.593205347888936529e+00
5.000000000000000000e-01,2.964694083953999026e+00
5.699999999999999512e-01,3.374976947124693094e+00
1.100000000000000006e-01,4.229875543214168809e-01
9.200000000000000400e-01,6.704810702032319547e+00
8.900000000000000133e-01,4.939550558487382226e+00
7.299999999999999822e-01,3.023202628348519383e+00
7.299999999999999822e-01,4.088218996184054710e+00
6.899999999999999467e-01,3.838536485309558710e+00
8.900000000000000133e-01,4.951145741485185603e+00
8.599999999999999867e-01,4.781474321922978277e+00
8.599999999999999867e-01,4.784734711160377074e+00
7.399999999999999911e-01,3.103951551974885703e+00
0.000000000000000000e+00,3.164332775049397815e-185
8.699999999999999956e-01,7.272196850405326707e+00
8.000000000000000167e-02,3.033830051614974099e-01
8.299999999999999600e-01,6.939290784982002691e+00
8.499999999999999778e-01,7.118656317389593369e+00
9.000000000000000222e-01,7.529156177356984614e+00
8.800000000000000044e-01,7.372351406107562788e+00
8.399999999999999689e-01,7.017316126997190651e+00
9.599999999999999645e-01,9.694372644658923122e+00
2.600000000000000089e-01,1.211237677605547347e+00
6.800000000000000488e-01,2.609365801839222065e+00
7.299999999999999822e-01,3.832556575085557693e+00
6.899999999999999467e-01,2.367327034372823213e+00
6.800000000000000488e-01,2.608488841851615447e+00
7.099999999999999645e-01,2.710358358977727367e+00
6.899999999999999467e-01,2.647701229122404687e+00
6.600000000000000311e-01,2.531267829611230091e+00
7.600000000000000089e-01,3.054026072189730989e+00
7.600000000000000089e-01,3.794257042430162041e+00
5.899999999999999689e-01,2.579148316811682218e+00
5.000000000000000278e-02,1.295466859196302556e-01
5.999999999999999778e-01,2.610135478253953867e+00
2.800000000000000266e-01,1.218981627008256741e+00
8.399999999999999689e-01,3.672698077433568020e+00
6.099999999999999867e-01,2.665930377536055662e+00
7.099999999999999645e-01,3.103494807273782463e+00
4.000000000000000222e-01,1.307777662987378520e+00
0.000000000000000000e+00,2.067697249761667782e-177
7.199999999999999734e-01,4.988459264260178827e+00
6.600000000000000311e-01,3.079489432401634197e+00
6.899999999999999467e-01,4.498774887656786348e+00
8.100000000000000533e-01,5.600737844633098206e+00
7.099999999999999645e-01,4.911067983925935465e+00
7.500000000000000000e-01,5.195961533942804245e+00
6.899999999999999467e-01,4.776516061755655684e+00
9.300000000000000488e-01,9.252744471386716185e+00
9.100000000000000311e-01,5.694797129464395979e+00
8.399999999999999689e-01,6.254428896552410855e+00
9.300000000000000488e-01,7.894102170215116843e+00
9.200000000000000400e-01,6.822344947087902511e+00
8.299999999999999600e-01,6.120732801024640679e+00
8.800000000000000044e-01,6.455848878795960921e+00
8.399999999999999689e-01,6.209550449320569321e+00
8.299999999999999600e-01,6.076981059193502510e+00
5.799999999999999600e-01,3.017609303546663124e+00
8.399999999999999689e-01,4.527310371345134143e+00
0.000000000000000000e+00,9.537811101900886885e-217
0.000000000000000000e+00,5.522957930633359341e-154
0.000000000000000000e+00,1.111099414151452082e-222
0.000000000000000000e+00,1.038790965530163004e-214
0.000000000000000000e+00,4.264527335554224379e-206
0.000000000000000000e+00,4.539029049842538921e-181
0.000000000000000000e+00,3.939114687477896232e-208
1.900000000000000022e-01,9.798030915398305840e-01
4.699999999999999734e-01,3.169012647311058029e+00
0.000000000000000000e+00,1.179384970663683719e-195
7.500000000000000000e-01,3.317341752806240773e+00
0.000000000000000000e+00,1.532949352833449659e-197
0.000000000000000000e+00,2.280715575131878001e-199
1.000000000000000021e-02,1.792856323404825453e-02
0.000000000000000000e+00,2.682970307474074044e-180
1.000000000000000021e-02,1.795138016119341220e-02
4.799999999999999822e-01,1.693506380011077672e+00
8.800000000000000044e-01,7.196551599201865379e+00
7.600000000000000089e-01,4.038663300781890619e+00
3.900000000000000133e-01,1.572080964366697087e+00
6.999999999999999556e-01,3.726530181664495345e+00
5.699999999999999512e-01,3.033912277481447983e+00
7.199999999999999734e-01,3.832163837028125908e+00
7.800000000000000266e-01,4.145907365571626535e+00
7.600000000000000089e-01,4.043647597586339515e+00
7.099999999999999645e-01,2.998703127833997062e+00
0.000000000000000000e+00,7.863702647207012377e-248
7.099999999999999645e-01,3.731311073639667963e+00
0.000000000000000000e+00,2.534574280908124041e-183
7.800000000000000266e-01,4.942287988320021697e+00
5.899999999999999689e-01,3.096298263047241317e+00
7.700000000000000178e-01,4.043803556985812619e+00
6.999999999999999556e-01,3.685188944737840977e+00
7.600000000000000089e-01,4.001424014056475187e+00
7.700000000000000178e-01,4.860797680038228208e+00
0.000000000000000000e+00,6.343473786515770099e-116
5.799999999999999600e-01,3.100906956882841570e+00
9.000000000000000222e-01,6.113003712586552396e+00
3.499999999999999778e-01,1.880945958663137185e+00
9.799999999999999822e-01,5.238668935289195083e+00
5.899999999999999689e-01,3.149957422143194297e+00
5.899999999999999689e-01,3.153212265874052900e+00
4.000000000000000222e-01,2.138700745711031637e+00
8.000000000000000167e-02,2.344242069604371148e-01
5.999999999999999778e-01,2.124093976245701842e+00
2.099999999999999922e-01,8.866804410457882479e-01
0.000000000000000000e+00,1.559423036670682181e-149
5.799999999999999600e-01,2.393164888344277763e+00
1.300000000000000044e-01,5.487159584919766298e-01
1.900000000000000022e-01,7.967506611174185460e-01
2.600000000000000089e-01,1.097090461839477671e+00
2.999999999999999889e-01,1.267689201450940661e+00
2.000000000000000111e-01,8.265016455264128092e-01
0.000000000000000000e+00,5.296471398289527082e-95
9.499999999999999556e-01,1.042381655330179946e+01
9.499999999999999556e-01,8.554977089231341481e+00
9.499999999999999556e-01,1.015818049705676884e+01
9.399999999999999467e-01,1.032780574018176445e+01
1.000000000000000000e+00,1.119080340697230014e+01
9.499999999999999556e-01,1.037838602996142789e+01
9.699999999999999734e-01,1.042369867653771287e+01
9.399999999999999467e-01,1.010479210081765444e+01
9.799999999999999822e-01,8.541656316460557008e+00
1.000000000000000056e-01,4.402394661313826507e-01
3.200000000000000067e-01,1.667852447830375118e+00
1.600000000000000033e-01,7.034183184083954155e-01
7.099999999999999645e-01,3.125851492341246818e+00
1.000000000000000056e-01,4.398302288538449845e-01
1.199999999999999956e-01,5.280461259711110023e-01
1.199999999999999956e-01,5.282311525032774568e-01
8.999999999999999667e-02,3.852514950703057606e-01
8.100000000000000533e-01,4.151310916004604223e+00
3.900000000000000133e-01,1.516763423516694687e+00
7.099999999999999645e-01,3.767310043449453083e+00
3.800000000000000044e-01,1.476559764065361824e+00
2.200000000000000011e-01,8.560890063366660696e-01
3.400000000000000244e-01,1.321687925364465999e+00
4.299999999999999933e-01,1.670242564838744004e+00
2.099999999999999922e-01,8.166962593151072536e-01
3.200000000000000067e-01,1.209833236351026020e+00
5.899999999999999689e-01,3.028875827390128173e+00
0.000000000000000000e+00,7.365390250906973625e-97
0.000000000000000000e+00,1.122985255417949304e-72
0.000000000000000000e+00,6.829477802311143340e-94
2.399999999999999911e-01,6.927338819182322638e-01
0.000000000000000000e+00,1.549191318852124070e-81
0.000000000000000000e+00,1.568578652332546942e-92
0.000000000000000000e+00,1.463238302694671589e-162
0.000000000000000000e+00,1.683474797677510718e-107
5.400000000000000355e-01,1.358098073871879308e+00
9.699999999999999734e-01,9.168037637214748514e+00
9.899999999999999911e-01,1.023282497563675975e+01
9.799999999999999822e-01,9.343347030404684617e+00
9.499999999999999556e-01,9.028526562598919725e+00
9.599999999999999645e-01,9.115615043836804432e+00
9.699999999999999734e-01,9.190309932836512985e+00
9.899999999999999911e-01,9.395124780263028441e+00
8.100000000000000533e-01,5.236635329457536514e+00
8.299999999999999600e-01,6.035604855270751301e+00
3.599999999999999867e-01,1.895445173390718052e+00
4.400000000000000022e-01,2.491272760687945897e+00
4.199999999999999845e-01,2.209260129220054658e+00
2.300000000000000100e-01,1.211397305549480663e+00
3.800000000000000044e-01,1.994710654464467048e+00
3.499999999999999778e-01,1.839025982467061837e+00
3.699999999999999956e-01,1.940830473987467331e+00
4.899999999999999911e-01,3.071980166920374344e+00
5.200000000000000178e-01,3.496183462882988202e+00
9.200000000000000400e-01,4.932102853382410501e+00
9.499999999999999556e-01,5.752617789155136663e+00
9.100000000000000311e-01,4.875024735438863388e+00
7.700000000000000178e-01,4.123285717040994669e+00
8.399999999999999689e-01,4.503608429482096831e+00
9.300000000000000488e-01,4.974634174465316860e+00
9.399999999999999467e-01,5.028637109301960173e+00
9.899999999999999911e-01,7.181380488720812139e+00
9.699999999999999734e-01,7.930334979299420439e+00
0.000000000000000000e+00,1.769744926897651203e-137
5.500000000000000444e-01,2.651041144709566755e+00
0.000000000000000000e+00,6.014298864556213009e-133
